"Domain Code","Domain","Item Code","Item","Description","HS Code","HS07 Code","HS12 Code","CPC Code"
"TP","Trade: Crops and livestock products","587","Persimmons","Diospyros kaki: D. virginiana.","","081090","081070","01359.01"
"TP","Trade: Crops and livestock products","843","Pet food","International trade classifications cover only dog and cat food. FAO trade data also cover food for other pets (i.e. fish, birds, etc.), whenever possible.","","230910","230910","23311"
"TP","Trade: Crops and livestock products","2073","Pigmeat","","","","",""
"TP","Trade: Crops and livestock products","574","Pineapples","Ananas comosus; A. sativ. Trade figures may include dried pineapples.","","080430","080430","01318"
"TP","Trade: Crops and livestock products","575","Pineapples canned","Fruit pulp prepared in water, syrup, etc.","","200820","200820","21491"
"TP","Trade: Crops and livestock products","223","Pistachios","Pistacia vera. Produced mainly in the Near East and the United States.","","080250","080251, 080252","01375"
"TP","Trade: Crops and livestock products","489","Plantains and others","Musa paradisiaca. Generally known as a cooking banana. Data should be reported excluding the weight of the central stalk.","","080300","080310","01313"
"TP","Trade: Crops and livestock products","536","Plums and sloes","Greengage, mirabelle, damson (Prunus domestica); sloe (P. spinosa).","","080940","080940","01346"
"TP","Trade: Crops and livestock products","537","Plums dried (prunes)","See 527. Known as prunes.","","081320","081320","21412"
"TP","Trade: Crops and livestock products","68","Popcorn","Zea mays var. everta. A variety of maize that is eaten after the kernels have been heated and have ""popped"".","","100510, 100590","100510, 100590",""
"TP","Trade: Crops and livestock products","296","Poppy seed","Papaver somniferum. The source of opium, poppy seeds are also used in baking and confectionery.","","120791","120791","01448"
"TP","Trade: Crops and livestock products","120","Potato offals","The residue and waste from the preparation of potatoes.","","230800","230800","39130.03"
"TP","Trade: Crops and livestock products","116","Potatoes","Solanum tuberosum Irish potato. A seasonal crop grown in temperate zones all over the world, but primarily in the northern hemisphere.","","070110, 070190","070110, 070190","01510"
"TP","Trade: Crops and livestock products","118","Potatoes, frozen","Peeled potatoes that are either cooked or uncooked, sliced or unsliced, and then frozen.","","071010","071010","21313"
"TP","Trade: Crops and livestock products","2074","Poultry Meat","","","","",""
"TP","Trade: Crops and livestock products","1954","Pulses","","","","",""
"TP","Trade: Crops and livestock products","394","Pumpkins, squash and gourds","Cucurbita spp. Includes marrows.","","070990","070993","01235"
"TP","Trade: Crops and livestock products","754","Pyrethrum, dried","Chrysanthemum cinerariifolium. Includes leaves, stems and flowers. For insecticides, fungicides and similar products.","","121190","121190","01930.02"
"TP","Trade: Crops and livestock products","755","Pyrethrum, extraction","Obtained from the flowers by extraction using an organic solvent.","","130219","130219","23999.04"
"TP","Trade: Crops and livestock products","523","Quinces","Cydonia oblonga; C. vulgaris; C. japonica.","","080820","080840","01342.02"
"TP","Trade: Crops and livestock products","92","Quinoa","Chenopodium quinoa (Chenopodiaceae). A minor cereal, which tolerates high altitudes, quinoa is cultivated primarily in andean countries. Used for food and to make chicha, a fermented beverage.","","100890","100850","01194"
"TP","Trade: Crops and livestock products","561","Raisins","Dried grapes. Includes sultanas and currants.","","080620","080620","21411"
"TP","Trade: Crops and livestock products","270","Rapeseed","Brassica napus var. oleifera. Valued mainly for its oil. Older varieties are rich in Erucic acid, which is considered unhealthy.","","120510, 120590","120510, 120590","01443"
"TP","Trade: Crops and livestock products","32","Rice, broken","Residues from the selection of whole-grain, milled rice.","","100640","100640","23161.03"
"TP","Trade: Crops and livestock products","28","Rice, husked","Rice grain without hulls or husks. Also known as brown or cargo rice.","","100620","100620","23162"
"TP","Trade: Crops and livestock products","31","Rice, milled","White rice milled from locally grown paddy. Includes semi-milled, whole-milled and parboiled rice.","","100630","100630","23161.02"
"TP","Trade: Crops and livestock products","29","Rice, milled/husked","White rice milled from imported husked rice. Includes semi-milled, whole-milled and parboiled rice.","","100630","100630","23161.01"
"TP","Trade: Crops and livestock products","27","Rice, paddy","Oryza spp., mainly oryza sativa. Rice grain after threshing and winnowing. Also known as rice in the husk and rough rice. Used mainly for human food.","","100610","100610","0113"
"TP","Trade: Crops and livestock products","30","Rice, paddy (rice milled equivalent)","","","","",""
"TP","Trade: Crops and livestock products","1719","Roots and Tubers","Roots and Tubers are plants yielding starchy roots, tubers, rhizomes, corms and stems. They are used mainly for human food (as such or in processed form), for animal feed and for manufacturing starch, alcohol and fermented beverages including beer. The denomination ""roots and tubers"" excludes crops which are cultivated mainly for feed (mangolds, swedes) or for processing into sugar (sugar beets), and those classified as ""roots, bulb and tuberous vegetables"" (onions, garlic and beets). It does include starch and the starchy pith and flour obtained from the trunk of the sago palm and the stem of the Abyssinian banana (Musa ensete). Certain root crops, notably bitter cassava, contain toxic substances, particularly in the skins. As a result, certain processes must be undertaken to make the product safe for human consumption. Apart from their high water content (70-80 percent), these crops contain mainly carbohydrates (largely starches that account for 16-24 percent of their total weight) with very little protein and fat (0-2 percent each). Methods of propagating root crops vary. A live potato tuber or seed must be planted but only part of the live yam tuber and a piece of the stalk (not the root) in the case of cassava. Production data of root crops should be reported in terms of clean weight, i.e. free of earth and mud. FAO distinguishes among seven primary root and tuber crops. The code and name of each one appears in the list that follows, along with its botanical name, or names, and a short description. The processed products of roots and tubers are listed together with their parent primary crops.","","","",""
"TP","Trade: Crops and livestock products","149","Roots and tubers nes","Including inter alia: arracacha (Arracacoa xanthorrhiza); arrowroot (Maranta arundinacea); chufa (Cyperus esculentus); sago palm (Metroxylon spp.); oca and ullucu (Oxalis tuberosa and Ullucus tuberosus); yam bean, jicama (Pachyrxhizus erosus, P. angulatus); mashua (Tropaeolum tuberosum); Jerusalem artichoke, topinambur (Helianthus tuberosus). Other tubers, roots or rhizomes, fresh, that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report roots and tubers under this commodity heading that are classified individually by FAO.","","071490","071490","01599.10"
"TP","Trade: Crops and livestock products","837","Rubber natural dry","In the form of sheets, crˆpes, re-agglomerated granules, free-flowing powders, etc.; includes technically specified natural rubber (TSNR).","","400121, 400122, 400129","400121, 400122, 400129","01950.02"
"TP","Trade: Crops and livestock products","836","Rubber, natural","Hevea brasiliensis Latex. The liquid secreted by the rubber tree. Includes stabilized or concentrated latex and prevulcanized rubber latex. In trade figures, liquid weight is converted to dry weight at 60%.","","400110","400110","01950.01"
"TP","Trade: Crops and livestock products","71","Rye","Secale cereale. A grain that is tolerant of poor soils, high latitudes and altitudes. Mainly used in making bread, whisky and beer. When fed to livestock, it is generally mixed with other grains.","","100200","100210, 100290","0116"
"TP","Trade: Crops and livestock products","289","Sesame seed","Sesamum indicum. Valued for its oil, but also as a food, either raw or roasted, as well as in bakery products and other food preparations.","","120740","120740","01444"
"TP","Trade: Crops and livestock products","1186","Silk, raw","Obtained by reeling the filaments from cocoons. Not thrown.","","500200","500200","26110"
"TP","Trade: Crops and livestock products","1185","Silk-worm cocoons, reelable","Silkworm cocoons suitable for reeling. Foreign trade data are expressed in silk equivalent, which is 25% of their weight.","","500100","500100","02944"
"TP","Trade: Crops and livestock products","928","Skins, calve, wet salted","See 920.","","410120, 410150, 410190","410120, 410150, 410190","02951.06"
"TP","Trade: Crops and livestock products","1025","Skins, goat, fresh","See 919. Both adult and young animals.","","410390","410390","02954"
"TP","Trade: Crops and livestock products","1026","Skins, goat, wet salted","Includes kids. See 920.","","410390","410390","02954.01"
"TP","Trade: Crops and livestock products","997","Skins, sheep, dry salted","Sheep and lamb skins without wool. See 921.","","410229","410229","02953.04"
"TP","Trade: Crops and livestock products","995","Skins, sheep, fresh","See 919. Both adult and young animals.","","410210, 410229","410210, 410229","02953"
"TP","Trade: Crops and livestock products","996","Skins, sheep, wet salted","Sheep and lamb skins without wool. See 920.","","410229","410229","02953.03"
"TP","Trade: Crops and livestock products","999","Skins, sheep, with wool","Sheep and lamb skins (excluding 1002), with wool on, salted, dried, limed, pickled or otherwise preserved.","","410210","410210","02953.01"
"TP","Trade: Crops and livestock products","83","Sorghum","Sorghum spp.: guinea corn (S. guineense); common, milo, feterita, kaffir corn (S. vulgare); durra, jowar, kaoliang (S. dura). A cereal that has both food and feed uses. Sorghum is a major food grain in most of Africa, where it is also used in traditional beer brewing. It is desirable to report hybrid and other varieties separately.","","100700","100710, 100790","0114"
"TP","Trade: Crops and livestock products","241","Soya curd","Obtained by precipitating proteins from soya milk and removing the fluid. Can be fermented or non-fermented.","","210610","210610","23999.03"
"TP","Trade: Crops and livestock products","240","Soya paste","A fermented, salty condiment. Soya paste can be produced through brine fermentation of low- moisture soya curd.","","210390, 210610","210390, 210610","23995.02"
"TP","Trade: Crops and livestock products","239","Soya sauce","A fermented soya product from defatted soybeand and wheat or other cereals that is filtered and pasteurized.","","210310","210310","23995.01"
"TP","Trade: Crops and livestock products","236","Soybeans","Glycine soja. The most important oil crop. Also widely consumed as a bean and in the form of various derived products because of its high protein content, e.g. soya milk, meat, etc.","","120100","120110, 120190","0141"
"TP","Trade: Crops and livestock products","723","Spices nes","Including inter alia: bay leaves (Laurus nobilis); dill seed (Anethum graveolens); fenugreek seed (Trigonella foenum-graecum); saffron (Crocus sativus); thyme (Thymus vulgaris); turmeric (Curcuma longa). Other spices that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report spices under this heading that are classified individually by FAO. This heading also includes curry powder and other mixtures of different spices.","","091020, 091030, 091091, 091099","091020, 091030, 091091, 091099","01699"
"TP","Trade: Crops and livestock products","373","Spinach","Spinacia oleracea. Trade figures may include New Zealand spinach (Tetragonia espansa) and orache (garden) spinach (Atriplex hortensis).","","070970","070970","01215"
"TP","Trade: Crops and livestock products","129","Starch, cassava","See 119. The principal industrial outlet for cassava. Cassava starch is used in the foodstuffs, textile and paper industries for the manufacture of plywood and veneer, adhesives, glucose and dextrine.","","110814","110814","23220.06"
"TP","Trade: Crops and livestock products","635","Straw husks","Cereal straw and husks, unprepared, whether or not chopped, ground, pressed, or in the form of pellets.","","121300","121300","01913"
"TP","Trade: Crops and livestock products","544","Strawberries","Fragaria spp..","","081010","081010","01354"
"TP","Trade: Crops and livestock products","1890","Sugar and Honey","","","","",""
"TP","Trade: Crops and livestock products","157","Sugar beet","Beta vulgaris var. altissima. In some producing countries, marginal quantities are consumed, either directly as food or in the preparation of jams.","","121291","121291","01801"
"TP","Trade: Crops and livestock products","168","Sugar confectionery","Sugar confectionery, including chewing gum, that does not contain cocoa. Includes white chocolate.","","170410, 170490","170410, 170490","23670.01"
"TP","Trade: Crops and livestock products","161","Sugar crops nes","Including inter alia: sugar maple (Acer saccharum); sweet sorghum (Sorghum saccharatum); sugar palm (Arenga saccharifera). Includes minor sugar crops of local importance. In the case of saps, production is to be expressed in liquid equivalent.","","121299","121299","01809"
"TP","Trade: Crops and livestock products","1723","Sugar Crops Primary","Sugar Crops and Sweeteners and derived products: In addition to providing the source for the manufacture of sugar, SUGAR CROPS are used to produce alcohol and ethanol. In certain countries, sugar cane is eaten raw in minor quantities. It also is used in the preparation of juices and for animal feed. There are two major sugar crops: sugar beets and sugar cane. However, sugar and syrups are also produced from the sap of certain species of maple trees, from sweet sorghum when cultivated explicitly for making syrup and from sugar palm. Sugar beets that are cultivated solely as a fodder crop and red or garden beets that are classified as vegetable crops are excluded from the FAO list of sugar crops. Sugar cane is a perennial grass (replanted at intervals using pieces of the cane stalks) that is cultivated mainly in the tropics. Sugar beet is an annual crop that is propagated by the seeds of the flowers. It is cultivated in cooler climates than sugar cane, mainly above the 35th parallel of the Northern Hemisphere. Both sugar beets and sugar cane have high water content, accounting for about 75 percent of the total weight of the plants. The sugar content of sugar cane ranges from 10 to 15 percent of the total weight, while that of sugar beets is between 13 and 18 percent. The protein and fat content of both beets and cane is almost nil. Production data on sugar beets and sugar cane relate to the harvested crop, free of soil, plant tops and leaves. FAO lists three primary sugar crops. Under the name SWEETENERS, FAO includes products used for sweetening that are derived from sugar crops, cereals, fruits or milk, or that are produced by insects. This category includes a wide variety of monosaccharide (glucose and fructose) and disaccharides (sucrose and saccharose). They exist either in a crystallized state as sugar, or in thick liquid form as syrups. The traditional sources of sugar are sugar cane and sugar beets. But in recent years, ever larger quantities of cereals (mainly maize) have been used to produce sweeteners derived from starch. OTHER DERIVED PRODUCTS. In addition to sugar, molasses is also obtained with various degrees of sugar content. The by-product obtained from the extraction of sugar is called bagasse in the case of sugar cane, and beet pulp in the case of sugar beets.","","","",""
"TP","Trade: Crops and livestock products","171","Sugar flavoured","","","","",""
"TP","Trade: Crops and livestock products","167","Sugar nes","Includes invert sugar, caramel, golden syrup, artificial honey, maltose other than chemically pure, sorghum and palm sugars. See also the general note in the introduction.","","170290","170290","23210.04"
"TP","Trade: Crops and livestock products","163","Sugar non-centrifugal","Generally derived from sugar cane through traditional methods without centrifugation.","","170111","170113","23511.02"
"TP","Trade: Crops and livestock products","162","Sugar Raw Centrifugal","The sum of codes 158 and 159. Processed further to obtain refined sugar.","","170111, 170112","170112, 170114","2351f"
"TP","Trade: Crops and livestock products","164","Sugar refined","Production covers domestic production, plus or minus imports and/or exports of raw centrifugal sugar in terms of refined sugar.","","170191, 170199","170191, 170199","23520"
"TP","Trade: Crops and livestock products","267","Sunflower seed","Helianthus annuus. Valued mainly for its oil. Minor uses include as a human food and as feed for birds.","","120600","120600","01445"
"TP","Trade: Crops and livestock products","447","Sweet corn frozen","Either uncooked, or cooked by steaming or boiling in water, and then frozen.","","071040","071040","21319.01"
"TP","Trade: Crops and livestock products","448","Sweet corn prep or preserved","Prepared or preserved other than by vinegar or acetic acid; not frozen.","","200580","200580","21399.03"
"TP","Trade: Crops and livestock products","122","Sweet potatoes","Ipomoea batatas. A seasonal crop grown in tropical and subtropical regions. Used mainly for human food. Trade data cover fresh and dried tubers, whether or not sliced or in the form or pellets.","","071420","071420","01530"
"TP","Trade: Crops and livestock products","1225","Tallow","Rendered fats of animals other than pigs, excluding tallow oil or stearine.","","150200","150210","21523"
"TP","Trade: Crops and livestock products","495","Tangerines, mandarins, clementines, satsumas","Mandarin, tangerine (Citrus reticulata); clementine, satsuma (C. unshiu).","","080520","080520","01324"
"TP","Trade: Crops and livestock products","667","Tea","Camellia sinensis; Thea sinensis; Thea assaamica. Includes green tea (unfermented), black tea (fermented), and partially fermented tea. Excludes green tea eaten as a vegetable.","","090210, 090220, 090230, 090240","090210, 090220, 090230, 090240","01620"
"TP","Trade: Crops and livestock products","672","Tea, mate extracts","Includes essences, concentrates and preparations of tea and mat‚.","","210120","210120","23914"
"TP","Trade: Crops and livestock products","1901","Textile Fibres","","","","",""
"TP","Trade: Crops and livestock products","1896","Tobacco","TOBACCO is an annual plant that is cultivated for its narcotic leaves, which are used for smoking, chewing or sniffing. The main varieties include Oriental, Maryland, Burley and Tropical. The partially dried leaves are fermented, cured and then further dried by various methods, including sun curing, air curing, flue curing and fire curing.","","","",""
"TP","Trade: Crops and livestock products","831","Tobacco products nes","Includes smoking, chewing, snuff tobacco, homogenized or compressed tobacco, manufactured tobacco substitutes, tobacco extracts and essences.","","240310, 240391, 240399","240310, 240391, 240399","25090"
"TP","Trade: Crops and livestock products","826","Tobacco, unmanufactured","Nicotiana tabacum. Unmanufactured dry tobacco, including refuse that is not stemmed or stripped, or is partly or wholly stemmed or stripped.","","240110, 240120, 240130","240110, 240120, 240130","01970"
"TP","Trade: Crops and livestock products","388","Tomatoes","Lycopersicon esculentum.","","070200","070200","01234"
"TP","Trade: Crops and livestock products","391","Tomatoes, paste","Tomatoes prepared or preserved o/t by vinegar, in the form of paste, pur‚e or concentrate. Includes juice of dry weight content of 7% or more.","","200290","200290","21399.01"
"TP","Trade: Crops and livestock products","392","Tomatoes, peeled","Prepared or preserved o/t by vinegar; either whole or in pieces.","","200210","200210","21399.02"
"TP","Trade: Crops and livestock products","10","Total Merchandise Trade","According to the International Merchandise Trade Statistics Compilers Manual, by UNSD, it is recommended that international merchandise trade statistics record all goods which add to or subtract from the stock of material resources of a country by entering (imports) or leaving (exports) its economic territory. Goods simply being transported through a country (goods in transit) or temporarily admitted or withdrawn (except for goods for inward or outward processing) do not add to or subtract from the stock of material resources of a country and are not included in the international merchandise trade statistics.Customs records are the main source of the data; use of additional sources where customs sources are not available is also recommended. Goods are to be included in statistics at the time when they enter or leave the economic territory of a country; in the case of customs-based data collection systems, the time of recording should be the date of lodgement of the customs declaration. Lists of goods to be included, to be included and recorded separately, and to be excluded are provided. Specific goods are to be excluded from detailed international merchandise trade statistics but recorded separately in order to derive totals of international merchandise trade for national accounts and balance of payments purposes.","","","","F1881"
"TP","Trade: Crops and livestock products","97","Triticale","A minor cereal that is a cross between wheat and rye, combining the quality and yield of wheat with the hardiness of rye.","","100890","100860","01191"
"TP","Trade: Crops and livestock products","646","Turnips for fodder","Brassica rapa var. rapifera. Especially cultivated for fodder.","","121490","121490","01919.05"
"TP","Trade: Crops and livestock products","692","Vanilla","Vanilla planifolia; V. pompona. The fruit (or bean) of a climbing plant of the orchid family. Includes whole, crushed or ground.","","090500","090510, 090520","01658"
"TP","Trade: Crops and livestock products","1788","Vegetable Oil and Fat","Vegetable oils and fats. Oil extraction by traditional methods often requires various preliminary operations, such as cracking, shelling, dehulling, etc., after which the crop is ground to a paste. The paste, or the whole fruit, is then boiled with water and stirred until the oil separates and can be collected. Such traditional methods have a low rate of efficiency, particularly when performed manually. Oil extracted by pressing without heating is the purest method and often produces an edible product without refining. Modern methods of oil recovery include crushing and pressing, as well as dissolving the crop in a solvent, most commonly hexane. Extracting oil with a solvent is a more efficient method than pressing. The residue left after the removal of oil (oilcake or meal) is used as feedstuff. Crude vegetable oils are obtained without further processing other than degumming or filtering. To make them suitable for human consumption, most edible vegetable oils are refined to remove impurities and toxic substances, a process which involves bleaching, deodorization and cooling (to make the oils stable in cold temperatures). The loss involved in these processes ranges from 4 to 8 percent. The FAO concept includes raw, refined and fractioned oils, but not chemically modified oils. With some exceptions, and in contrast to animal fats, vegetable oils contain predominantly unsaturated (light, liquid) fatty acids of two kinds: monounsaturated (oleic acid - mainly in extra virgin olive oil) and polyunsaturated (linoleic acid and linolenic acid - in oils extracted from oilseeds). Vegetable oils have a wide variety of food uses, including salad and cooking oils, as well as in the production of margarine, shortening and compound fat. They also enter into many processed products, such as mayonnaise, mustard, potato chips, French fries, salad dressing, sandwich spread and canned fish. Industrial and non-food uses of vegetable oils include the production of soaps, detergents, fatty acids, paint, varnish, resin, plastic and lubricants. ANIMAL OILS AND FATS. This chapter includes animal fats that are obtained in the course of dressing the carcasses of slaughtered animals (slaughter fats), or at a later stage in the butchering process when meat is being prepared for final consumption (butcher fats). Butter and similar products obtained from milk are included. Processed animal fats include lard obtained by melting raw pig fat and tallow obtained from raw fat of other animal species. Animal fats are largely used in the production of margarine, shortening and compound fat. They also enter into many processed food products. Industrial and non-food uses of animal fats include the production of soaps, fatty acids, lubricants and feedstuffs.","","","",""
"TP","Trade: Crops and livestock products","306","Vegetable tallow","Obtained by pressure extraction or by solvent from the kernels of the fruit of the Borneo tallow tree and from the outer coating that surrounds the seeds of the fruit of the Chinese tallow tree. Used as a substitute for cocoa butter. Also used in soap, candles, medicines and cosmetics.","","151590","151590","21691.09"
"TP","Trade: Crops and livestock products","1734","Vegetables","Vegetables, as classified in this group, are mainly annual plants cultivated as field and garden crops in the open and under glass, and used almost exclusively for food. Vegetables grown principally for animal feed or seed should be excluded. Certain plants, normally classified as cereals and pulses, belong to this group when harvested green, such as green maize, green peas, etc. This grouping differs from international trade classifications for vegetables in that it includes melons and watermelons, which are normally considered to be fruit crops. But, whereas fruit crops are virtually all permanent crops, melons and watermelons are similar to vegetables in that they are temporary crops. Chillies and green peppers are included in this grouping when they are harvested for consumption as vegetables and not processed into spices. FAO production data for green peas and green beans refer to the total weight including pods, although some countries report on a shelled weight basis. The weight of the pods ranges from 40 to 50 percent for peas to up to 70 percent for broad beans. Area data on small vegetable gardens are often omitted in agricultural surveys, although production estimates may be reported. Trade data for fresh vegetables also include chilled vegetables, meaning the temperature of the products has been reduced to around 0øC without the products being frozen. Vegetables contain principally water, accounting for between 70 percent and 95 percent of their weight. They are low in nutrients, but contain minerals and vitamins. FAO covers 27 primary vegetable products. Each is listed along with its code, botanical name, or names, and a short description. PRODUCTS DERIVED FROM VEGETABLES refer to processed products. Apart from a few main products, international trade classifications do not permit a sufficiently detailed classification of processed products according to the primary commodity used in the preparation. A similar situation prevails for frozen vegetables.","","","",""
"TP","Trade: Crops and livestock products","471","Vegetables in vinegar","Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved with vinegar or acetic acid, with or without added sugar, salt, spices, etc. Includes pickles.","","200110, 200190","200110, 200190","21340"
"TP","Trade: Crops and livestock products","465","Vegetables, canned nes","","","","",""
"TP","Trade: Crops and livestock products","469","Vegetables, dehydrated","Vegetables that are dried, dehydrated, evaporated or freeze-dried. Includes dried vegetables that are broken or powdered.","","071220, 071290","071220, 071290","21393.90"
"TP","Trade: Crops and livestock products","464","Vegetables, dried nes","","","","",""
"TP","Trade: Crops and livestock products","463","Vegetables, fresh nes","Including inter alia: bamboo shoots (Bambusa spp.); beets, chards (Beta vulgaris); capers (Capparis spinosa); cardoons (Cynara cardunculus); celery (Apium graveolens); chervil (Anthriscus cerefolium); cress (Lepidium sativum); fennel (Foeniculum vulgare); horseradish (Cochlearia armoracia); marjoram, sweet (Majorana hortensis); oyster plant (Tragopogon porrifolius); parsley (Petroselinum crispum); parsnips (Pastinaca sativa); radish (Raphanus sativus); rhubarb (Rheum spp.); rutabagas, swedes (Brassica napus); savory (Satureja hortensis); scorzonera (Scorzonera hispanica); sorrel (Rumex acetosa); soybean sprouts tarragon (Artemisia dracunculus); watercress (Nasturtium officinale). Other vegetables that are not identified separately because of their minor relevance at the international level. Because of their limited local importance, some countries report vegetables under this heading that are classified individually by FAO.","","070690, 070940, 070990","070690, 070940, 070999","01290.90"
"TP","Trade: Crops and livestock products","460","Vegetables, fresh or dried products nes","Fruit stones, kernels and other vegetable products used primarily for human food that are not specified or included elsewhere.","","121299","121299","01990.01"
"TP","Trade: Crops and livestock products","473","Vegetables, frozen","Vegetables, either uncooked, or cooked by steaming or boiling in water, and then frozen.","","071021, 071022, 071029, 071030, 071080, 071090","071021, 071022, 071029, 071030, 071080, 071090","F0473"
"TP","Trade: Crops and livestock products","476","Vegetables, homogenized preparations","Preparations Vegetables prepared for dietetic and infant food.","","200510","200510","23991.02"
"TP","Trade: Crops and livestock products","472","Vegetables, preserved nes","Vegetables prepared or preserved o/t by vinegar and which have not been frozen.","","200520, 200540, 200551, 200559, 200560, 200591, 200599","200520, 200540, 200551, 200559, 200560, 200591, 200599","F0472"
"TP","Trade: Crops and livestock products","475","Vegetables, preserved, frozen","Vegetables that are prepared or preserved o/t by vinegar, and then frozen.","","200410, 200490","200410, 200490","F0475"
"TP","Trade: Crops and livestock products","474","Vegetables, temporarily preserved","Vegetables preserved with SO2, brine, etc., but which are unsuitable for consumption in that state.","","071140, 071151, 071159, 071190","071140, 071151, 071159, 071190","21330.90"
"TP","Trade: Crops and livestock products","565","Vermouths & similar","Beverages made with wine of fresh grapes and flavoured with aromatic substances.","","220510, 220590","220510, 220590","24220"
"TP","Trade: Crops and livestock products","205","Vetches","Spring/common vetch (Vicia sativa). Used mainly for animal feed.","","121490","121490","01709.01"
"TP","Trade: Crops and livestock products","853","Vitamins","See 851.","","230990","230990","23319.09"
"TP","Trade: Crops and livestock products","110","Wafers","Communion wafers, empty cachets for pharmaceutical use and sealing wafers.","","190590","190590","23490.01"
"TP","Trade: Crops and livestock products","232","Walnuts, shelled","Around 53% of the weight in shell.","","080232","080232","21429.02"
"TP","Trade: Crops and livestock products","222","Walnuts, with shell","Jugland spp.: J. regia. Produced in temperate zones of the Northern Hemisphere, particularly in the United States.","","080231","080231","01376"
"TP","Trade: Crops and livestock products","567","Watermelons","Citrullus vulgaris.","","080711","080711","01221"
"TP","Trade: Crops and livestock products","631","Waters,ice etc","Includes natural or artificial mineral waters without added sugar, sweeteners or flavourings.","","220110, 220190","220110, 220190","17400"
"TP","Trade: Crops and livestock products","1296","Waxes vegetable","Including inter alia: candelilla (Euphorbia antisyphilitica; Pedilanthus pavonis); carnauba (Copernicia cerifera); urucury (Attalea excelsa); palm wax (Ceroxylon andicolum). Vegetable waxes, whether crude or refined, bleached or coloured. Excludes mixtures and chemically modified waxes.","","152110","152110","21931"
"TP","Trade: Crops and livestock products","15","Wheat","Triticum spp.: common (T. aestivum) durum (T. durum) spelt (T. spelta). Common and durum wheat are the main types. Among common wheat, the main varieties are spring and winter, hard and soft, and red and white. At the national level, different varieties should be reported separately, reflecting their different uses. Used mainly for human food.","","100110, 100190","100111, 100119, 100191, 100199","0111"
"TP","Trade: Crops and livestock products","890","Whey, condensed","Whey paste.","","040410","040410","22130.03"
"TP","Trade: Crops and livestock products","900","Whey, dry","Used in both food and animal feed.","","040410","040410","22130.02"
"TP","Trade: Crops and livestock products","564","Wine","Wines of fresh grapes of all qualities, including sparkling, fortified and dessert wines.","","220410, 220421, 220429","220410, 220421, 220429","24212.02"
"TP","Trade: Crops and livestock products","988","Wool, degreased","Includes scoured and carbonized, but does not include carded or combed wool.","","510121, 510129, 510130","510121, 510129, 510130","26130"
"TP","Trade: Crops and livestock products","987","Wool, greasy","A natural fibre taken from sheep or lambs. Includes fleece-washed, shorn and pulled wool (from slaughtered animals), but does not include carded or combed wool.","","510111, 510119","510111, 510119","02941"
"TP","Trade: Crops and livestock products","1009","Wool, hair waste","Noils of wool or animal hair not garnetted; other waste of wool and animal hair (excluding horsehair) not covered in 1007.","","510310, 510320, 510330","510310, 510320, 510330","F1009"
"TP","Trade: Crops and livestock products","891","Yoghurt","A fermented milk food.","","040310","040310","22230.01"
"TP","Trade: Crops and livestock products","892","Yoghurt, concentrated or not","Includes additives such as sugar, flavouring materials, fruit or cocoa.","","040310","040310","22230.02"
"TM","Trade: Detailed trade matrix","862","Alfalfa meal and pellets","Alfalfa (lucerne) dried, whole, cut, chopped, milled, pressed or pelletized.","","121410","121410","23320"
"TM","Trade: Detailed trade matrix","231","Almonds shelled","Around 55% of the weight in shell.","","080212","080212","21422"
"TM","Trade: Detailed trade matrix","221","Almonds, with shell","Prunus amygdalus; P. communis; Amygdalus communis. Produced mainly in Mediterranean countries, the United States and Asia.","","080211","080211","01371"
"TM","Trade: Detailed trade matrix","1171","Animals live nes","Any other animal grown for meat, eggs, feathers and skins, e.g. ostrich, antelope, deer, reindeer, chamois.","","010611, 010612, 010619, 010620, 010639, 010690","010611, 010612, 010619, 010620, 010633, 010649","02199.20"
"TM","Trade: Detailed trade matrix","1169","Animals, live, non-food","Any animal not raised for food. External trade data also include wild animals.","","010611, 010612, 010619, 010620, 110690","010611, 010612, 010619, 010620, 110690","02199.10"
"TM","Trade: Detailed trade matrix","711","Anise, badian, fennel, coriander","Include: anise (Pimpinella anisum); badian or star anise (Illicium verum); caraway (Carum carvi); coriander (Coriandrum sativum); cumin (Cuminum cyminum); fennel (Foeniculum vulgare); juniper berries (Juniperus communis). Seeds and berries from the various plants listed. They are normally used as spices, but also have industrial (e.g. in distilleries) and medicinal applications.","","090910, 090920, 090930, 090940, 090950","090921, 090922, 090931, 090932, 090961, 090962","01654"
"TM","Trade: Detailed trade matrix","515","Apples","Malus pumila; M. sylvestris; M. communis; Pyrus malus.","","080810","080810","01341"
"TM","Trade: Detailed trade matrix","526","Apricots","Prunus armeniaca.","","080910","080910","01343"
"TM","Trade: Detailed trade matrix","527","Apricots, dry","Prepared either by direct drying in the sun or by industrial processes. May be marketed as slices or blocks of pulp, either dried or evaporated.","","081310","081310","21419.01"
"TM","Trade: Detailed trade matrix","226","Areca nuts","Areca, betel nut (Areca catechu). Produced mainly in the Far East. Areca nuts are used mainly as masticatory. These nuts contain alkaloids (arecoline and arecaidine).","","080290","080280","01379.01"
"TM","Trade: Detailed trade matrix","366","Artichokes","Cynara scolymus.","","070990","070991","01216"
