Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F
"66","Fiji","1717","Cereals, Total","5510","Production","tonnes","23000.000000","A","22695.000000","A","22217.000000","A","18424.000000","A","14776.000000","A","14796.000000","A","17249.000000","A","22240.000000","A","19913.000000","A","21541.000000","A","18006.000000","A","18015.000000","A","17413.000000","A","17820.000000","A","23293.000000","A","21768.000000","A","18475.000000","A","17105.000000","A","19917.000000","A","18896.000000","A","18458.000000","A","21342.000000","A","17951.000000","A","24233.000000","A","29296.000000","A","26249.000000","A","24333.000000","A","33601.000000","A","32622.000000","A","28477.000000","A","29575.000000","A","23483.000000","A","22844.000000","A","19587.000000","A","19771.000000","A","19466.000000","A","18539.000000","A","6424.000000","A","18059.000000","A","14182.000000","A","14896.000000","A","13516.000000","A","16550.000000","A","14429.000000","A","15949.000000","A","13701.000000","A","15206.000000","A","12231.000000","A","12140.000000","A","8617.000000","A","8143.000000","A","4858.000000","A","7710.000000","A","7843.000000","A","7428.000000","A","9541.000000","A","10067.000000","A","8284.000000","A","7172.000000","A"
"66","Fiji","1804","Citrus Fruit, Total","5312","Area harvested","ha","10.000000","A","25.000000","A","40.000000","A","8.000000","A","18.000000","A","10.000000","A","20.000000","A","25.000000","A","10.000000","A","20.000000","A","30.000000","A","15.000000","A","20.000000","A","10.000000","A","40.000000","A","30.000000","A","8.000000","A","25.000000","A","15.000000","A","10.000000","A","30.000000","A","20.000000","A","10.000000","A","35.000000","A","70.000000","A","70.000000","A","70.000000","A","70.000000","A","70.000000","A","76.000000","A","70.000000","A","67.000000","A","74.000000","A","96.000000","A","93.000000","A","90.000000","A","100.000000","A","152.000000","A","160.000000","A","131.000000","A","117.000000","A","95.000000","A","10.000000","A","65.000000","A","108.000000","A","46.000000","A","91.000000","A","28.000000","A","11.000000","A","40.000000","A","44.000000","A","47.000000","A","50.000000","A","83.000000","A","95.000000","A","38.000000","A","38.000000","A","62.000000","A","66.000000","A"
"66","Fiji","1804","Citrus Fruit, Total","5419","Yield","hg/ha","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","187500.000000","Fc","194444.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","187500.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","200000.000000","Fc","71429.000000","Fc","28571.000000","Fc","26143.000000","Fc","95000.000000","Fc","61571.000000","Fc","69211.000000","Fc","57143.000000","Fc","55373.000000","Fc","54054.000000","Fc","52083.000000","Fc","50968.000000","Fc","50222.000000","Fc","50000.000000","Fc","42368.000000","Fc","43750.000000","Fc","41756.000000","Fc","39658.000000","Fc","36842.000000","Fc","34000.000000","Fc","33231.000000","Fc","31389.000000","Fc","29783.000000","Fc","28242.000000","Fc","26429.000000","Fc","24545.000000","Fc","23750.000000","Fc","22273.000000","Fc","20638.000000","Fc","19400.000000","Fc","149398.000000","Fc","149579.000000","Fc","181579.000000","Fc","180000.000000","Fc","159677.000000","Fc","150758.000000","Fc"
"66","Fiji","1804","Citrus Fruit, Total","5510","Production","tonnes","200.000000","A","500.000000","A","800.000000","A","150.000000","A","350.000000","A","200.000000","A","400.000000","A","500.000000","A","200.000000","A","400.000000","A","600.000000","A","300.000000","A","400.000000","A","200.000000","A","800.000000","A","600.000000","A","150.000000","A","500.000000","A","300.000000","A","200.000000","A","600.000000","A","400.000000","A","200.000000","A","700.000000","A","500.000000","A","200.000000","A","183.000000","A","665.000000","A","431.000000","A","526.000000","A","400.000000","A","371.000000","A","400.000000","A","500.000000","A","474.000000","A","452.000000","A","500.000000","A","644.000000","A","700.000000","A","547.000000","A","464.000000","A","350.000000","A","34.000000","A","216.000000","A","339.000000","A","137.000000","A","257.000000","A","74.000000","A","27.000000","A","95.000000","A","98.000000","A","97.000000","A","97.000000","A","1240.000000","A","1421.000000","A","690.000000","A","684.000000","A","990.000000","A","995.000000","A"
"66","Fiji","1738","Fruit Primary","5312","Area harvested","ha","2240.000000","A","2320.000000","A","2340.000000","A","1927.000000","A","2336.000000","A","1767.000000","A","2024.000000","A","1666.000000","A","1597.000000","A","1440.000000","A","1315.000000","A","1191.000000","A","1179.000000","A","1194.000000","A","1343.000000","A","1212.000000","A","1272.000000","A","1334.000000","A","1333.000000","A","1320.000000","A","1386.000000","A","1388.000000","A","1419.000000","A","1470.000000","A","1510.000000","A","1470.000000","A","1769.000000","A","1876.000000","A","1532.000000","A","1824.000000","A","1560.000000","A","1678.000000","A","1809.000000","A","1983.000000","A","2180.000000","A","2369.000000","A","2373.000000","A","2086.000000","A","2016.000000","A","2089.000000","A","2348.000000","A","2248.000000","A","2340.000000","A","2467.000000","A","2453.000000","A","2643.000000","A","2963.000000","A","5136.000000","A","2771.000000","A","3204.000000","A","3182.000000","A","2234.000000","A","3578.000000","A","4622.000000","A","4222.000000","A","3371.000000","A","3890.000000","A","4345.000000","A","5157.000000","A"
"66","Fiji","1738","Fruit Primary","5419","Yield","hg/ha","47098.000000","Fc","42026.000000","Fc","51923.000000","Fc","46917.000000","Fc","29281.000000","Fc","52066.000000","Fc","37549.000000","Fc","62785.000000","Fc","58153.000000","Fc","62583.000000","Fc","67597.000000","Fc","67481.000000","Fc","67608.000000","Fc","64322.000000","Fc","66701.000000","Fc","69761.000000","Fc","68003.000000","Fc","70990.000000","Fc","73593.000000","Fc","83220.000000","Fc","86486.000000","Fc","88170.000000","Fc","86815.000000","Fc","90803.000000","Fc","75887.000000","Fc","80054.000000","Fc","75438.000000","Fc","85437.000000","Fc","107265.000000","Fc","71425.000000","Fc","75538.000000","Fc","78451.000000","Fc","65180.000000","Fc","73535.000000","Fc","76541.000000","Fc","79616.000000","Fc","83338.000000","Fc","90264.000000","Fc","87698.000000","Fc","91403.000000","Fc","88441.000000","Fc","85009.000000","Fc","87650.000000","Fc","89809.000000","Fc","82837.000000","Fc","81521.000000","Fc","82825.000000","Fc","55352.000000","Fc","70307.000000","Fc","64644.000000","Fc","66091.000000","Fc","50846.000000","Fc","68060.000000","Fc","64286.000000","Fc","78925.000000","Fc","77550.000000","Fc","73995.000000","Fc","69968.000000","Fc","65354.000000","Fc"
"66","Fiji","1738","Fruit Primary","5510","Production","tonnes","10550.000000","A","9750.000000","A","12150.000000","A","9041.000000","A","6840.000000","A","9200.000000","A","7600.000000","A","10460.000000","A","9287.000000","A","9012.000000","A","8889.000000","A","8037.000000","A","7971.000000","A","7680.000000","A","8958.000000","A","8455.000000","A","8650.000000","A","9470.000000","A","9810.000000","A","10985.000000","A","11987.000000","A","12238.000000","A","12319.000000","A","13348.000000","A","11459.000000","A","11768.000000","A","13345.000000","A","16028.000000","A","16433.000000","A","13028.000000","A","11784.000000","A","13164.000000","A","11791.000000","A","14582.000000","A","16686.000000","A","18861.000000","A","19776.000000","A","18829.000000","A","17680.000000","A","19094.000000","A","20766.000000","A","19110.000000","A","20510.000000","A","22156.000000","A","20320.000000","A","21546.000000","A","24541.000000","A","28429.000000","A","19482.000000","A","20712.000000","A","21030.000000","A","11359.000000","A","24352.000000","A","29713.000000","A","33322.000000","A","26142.000000","A","28784.000000","A","30401.000000","A","33703.000000","A"
"66","Fiji","1731","Oilcrops","5312","Area harvested","ha","60.000000","A","30.000000","A","32.000000","A","50.000000","A","50.000000","A","50.000000","A","280.000000","A","789.000000","A","789.000000","A","600.000000","A","500.000000","A","308.000000","A","348.000000","A","350.000000","A","350.000000","A","340.000000","A","300.000000","A","300.000000","A","250.000000","A","200.000000","A","200.000000","A","146.000000","A","170.000000","A","222.000000","A","60300.000000","A","60322.000000","A","50169.000000","A","47339.000000","A","52339.000000","A","66271.000000","A","56240.000000","A","65172.000000","A","65065.000000","A","64738.000000","A","65253.000000","A","65243.000000","A","65233.000000","A","65223.000000","A","53993.000000","A","54002.000000","A","65403.000000","A","65409.000000","A","60300.000000","A","61506.000000","A","60312.000000","A","60989.000000","A","60326.000000","A","60334.000000","A","60342.000000","A","2105.000000","A","3224.000000","A","2726.000000","A","4473.000000","A","3430.000000","A","3730.000000","A","4389.000000","A","4198.000000","A","4212.000000","A","4407.000000","A"
"66","Fiji","1731","Oilcrops","5419","Yield","hg/ha","53179167.000000","Fc","104352333.000000","Fc","102049688.000000","Fc","65456000.000000","Fc","52012000.000000","Fc","44402400.000000","Fc","7809107.000000","Fc","3116743.000000","Fc","3580925.000000","Fc","4155417.000000","Fc","5011000.000000","Fc","8452922.000000","Fc","7195402.000000","Fc","7240000.000000","Fc","6467143.000000","Fc","7303235.000000","Fc","9241333.000000","Fc","8173667.000000","Fc","8686400.000000","Fc","11256000.000000","Fc","10505000.000000","Fc","14867329.000000","Fc","13745588.000000","Fc","10546532.000000","Fc","35690.000000","Fc","43027.000000","Fc","37842.000000","Fc","36550.000000","Fc","37009.000000","Fc","37955.000000","Fc","36106.000000","Fc","37431.000000","Fc","30767.000000","Fc","29386.000000","Fc","29922.000000","Fc","32996.000000","Fc","33507.000000","Fc","32134.000000","Fc","31643.000000","Fc","31639.000000","Fc","26033.000000","Fc","26032.000000","Fc","21604.000000","Fc","26059.000000","Fc","31136.000000","Fc","30792.000000","Fc","31130.000000","Fc","31126.000000","Fc","38994.000000","Fc","51425.000000","Fc","53496.000000","Fc","51849.000000","Fc","55015.000000","Fc","53802.000000","Fc","54324.000000","Fc","55145.000000","Fc","54821.000000","Fc","54736.000000","Fc","54872.000000","Fc"
"66","Fiji","1731","Oilcrops","5510","Production","tonnes","319075.000000","A","313057.000000","A","326559.000000","A","327280.000000","A","260060.000000","A","222012.000000","A","218655.000000","A","245911.000000","A","282535.000000","A","249325.000000","A","250550.000000","A","260350.000000","A","250400.000000","A","253400.000000","A","226350.000000","A","248310.000000","A","277240.000000","A","245210.000000","A","217160.000000","A","225120.000000","A","210100.000000","A","217063.000000","A","233675.000000","A","234133.000000","A","215210.000000","A","259550.000000","A","189850.000000","A","173025.000000","A","193704.000000","A","251534.000000","A","203060.000000","A","243948.000000","A","200184.000000","A","190239.000000","A","195250.000000","A","215274.000000","A","218573.000000","A","209588.000000","A","170850.000000","A","170859.000000","A","170265.000000","A","170270.000000","A","130275.000000","A","160280.000000","A","187785.000000","A","187800.000000","A","187793.000000","A","187796.000000","A","235299.000000","A","10825.000000","A","17247.000000","A","14134.000000","A","24608.000000","A","18454.000000","A","20263.000000","A","24203.000000","A","23014.000000","A","23055.000000","A","24182.000000","A"
"66","Fiji","1841","Oilcrops, Cake Equivalent","5312","Area harvested","ha","60.000000","A","30.000000","A","32.000000","A","50.000000","A","50.000000","A","50.000000","A","280.000000","A","789.000000","A","789.000000","A","600.000000","A","500.000000","A","308.000000","A","348.000000","A","350.000000","A","350.000000","A","340.000000","A","300.000000","A","300.000000","A","250.000000","A","200.000000","A","200.000000","A","146.000000","A","170.000000","A","222.000000","A","60300.000000","A","60322.000000","A","50169.000000","A","47339.000000","A","52339.000000","A","66271.000000","A","56240.000000","A","65172.000000","A","65065.000000","A","64738.000000","A","65253.000000","A","65243.000000","A","65233.000000","A","65223.000000","A","53993.000000","A","54002.000000","A","65403.000000","A","65409.000000","A","60300.000000","A","61506.000000","A","60312.000000","A","60989.000000","A","60326.000000","A","60334.000000","A","60342.000000","A","2105.000000","A","3224.000000","A","2726.000000","A","4473.000000","A","3430.000000","A","3730.000000","A","4389.000000","A","4198.000000","A","4212.000000","A","4407.000000","A"
"66","Fiji","1841","Oilcrops, Cake Equivalent","5419","Yield","hg/ha","4257333.000000","Fc","8351187.000000","Fc","8167256.000000","Fc","5240080.000000","Fc","4164560.000000","Fc","3555792.000000","Fc","628050.000000","Fc","252647.000000","Fc","289782.000000","Fc","335733.000000","Fc","404180.000000","Fc","679643.000000","Fc","579080.000000","Fc","582629.000000","Fc","520371.000000","Fc","586994.000000","Fc","741707.000000","Fc","655993.000000","Fc","696832.000000","Fc","902280.000000","Fc","841900.000000","Fc","1190681.000000","Fc","1102735.000000","Fc","845520.000000","Fc","2866.000000","Fc","3451.000000","Fc","3033.000000","Fc","2941.000000","Fc","2987.000000","Fc","3049.000000","Fc","2898.000000","Fc","3003.000000","Fc","2470.000000","Fc","2362.000000","Fc","2405.000000","Fc","2652.000000","Fc","2692.000000","Fc","2582.000000","Fc","2545.000000","Fc","2546.000000","Fc","2095.000000","Fc","2095.000000","Fc","1742.000000","Fc","2098.000000","Fc","2505.000000","Fc","2478.000000","Fc","2505.000000","Fc","2505.000000","Fc","3134.000000","Fc","4543.000000","Fc","4559.000000","Fc","4506.000000","Fc","4636.000000","Fc","4607.000000","Fc","4623.000000","Fc","4649.000000","Fc","4637.000000","Fc","4632.000000","Fc","4635.000000","Fc"
"66","Fiji","1841","Oilcrops, Cake Equivalent","5510","Production","tonnes","25544.000000","A","25054.000000","A","26135.000000","A","26200.000000","A","20823.000000","A","17779.000000","A","17585.000000","A","19934.000000","A","22864.000000","A","20144.000000","A","20209.000000","A","20933.000000","A","20152.000000","A","20392.000000","A","18213.000000","A","19958.000000","A","22251.000000","A","19680.000000","A","17421.000000","A","18046.000000","A","16838.000000","A","17384.000000","A","18747.000000","A","18771.000000","A","17280.000000","A","20817.000000","A","15218.000000","A","13925.000000","A","15633.000000","A","20208.000000","A","16300.000000","A","19572.000000","A","16070.000000","A","15291.000000","A","15695.000000","A","17304.000000","A","17558.000000","A","16841.000000","A","13743.000000","A","13746.000000","A","13701.000000","A","13703.000000","A","10505.000000","A","12906.000000","A","15108.000000","A","15114.000000","A","15111.000000","A","15112.000000","A","18914.000000","A","956.000000","A","1470.000000","A","1228.000000","A","2074.000000","A","1580.000000","A","1724.000000","A","2040.000000","A","1946.000000","A","1951.000000","A","2043.000000","A"
"66","Fiji","1732","Oilcrops, Oil Equivalent","5312","Area harvested","ha","60.000000","A","30.000000","A","32.000000","A","50.000000","A","50.000000","A","50.000000","A","280.000000","A","789.000000","A","789.000000","A","600.000000","A","500.000000","A","308.000000","A","348.000000","A","350.000000","A","350.000000","A","340.000000","A","300.000000","A","300.000000","A","250.000000","A","200.000000","A","200.000000","A","146.000000","A","170.000000","A","222.000000","A","60300.000000","A","60322.000000","A","50169.000000","A","47339.000000","A","52339.000000","A","66271.000000","A","56240.000000","A","65172.000000","A","65065.000000","A","64738.000000","A","65253.000000","A","65243.000000","A","65233.000000","A","65223.000000","A","53993.000000","A","54002.000000","A","65403.000000","A","65409.000000","A","60300.000000","A","61506.000000","A","60312.000000","A","60989.000000","A","60326.000000","A","60334.000000","A","60342.000000","A","2105.000000","A","3224.000000","A","2726.000000","A","4473.000000","A","3430.000000","A","3730.000000","A","4389.000000","A","4198.000000","A","4212.000000","A","4407.000000","A"
"66","Fiji","1732","Oilcrops, Oil Equivalent","5419","Yield","hg/ha","6914992.000000","Fc","13567503.000000","Fc","13268319.000000","Fc","8511320.000000","Fc","6763600.000000","Fc","5774352.000000","Fc","1017066.000000","Fc","407051.000000","Fc","467395.000000","Fc","542074.000000","Fc","653300.000000","Fc","1100812.000000","Fc","937356.000000","Fc","943143.000000","Fc","842429.000000","Fc","950971.000000","Fc","1202733.000000","Fc","1063767.000000","Fc","1130320.000000","Fc","1464300.000000","Fc","1366500.000000","Fc","1933486.000000","Fc","1788676.000000","Fc","1372068.000000","Fc","4646.000000","Fc","5598.000000","Fc","4923.000000","Fc","4761.000000","Fc","4826.000000","Fc","4941.000000","Fc","4699.000000","Fc","4871.000000","Fc","4004.000000","Fc","3826.000000","Fc","3896.000000","Fc","4297.000000","Fc","4362.000000","Fc","4184.000000","Fc","4121.000000","Fc","4121.000000","Fc","3391.000000","Fc","3391.000000","Fc","2816.000000","Fc","3395.000000","Fc","4056.000000","Fc","4011.000000","Fc","4055.000000","Fc","4055.000000","Fc","5078.000000","Fc","6928.000000","Fc","7113.000000","Fc","6943.000000","Fc","7285.000000","Fc","7166.000000","Fc","7219.000000","Fc","7303.000000","Fc","7269.000000","Fc","7259.000000","Fc","7272.000000","Fc"
"66","Fiji","1732","Oilcrops, Oil Equivalent","5510","Production","tonnes","41490.000000","A","40703.000000","A","42459.000000","A","42557.000000","A","33818.000000","A","28872.000000","A","28478.000000","A","32116.000000","A","36877.000000","A","32524.000000","A","32665.000000","A","33905.000000","A","32620.000000","A","33010.000000","A","29485.000000","A","32333.000000","A","36082.000000","A","31913.000000","A","28258.000000","A","29286.000000","A","27330.000000","A","28229.000000","A","30408.000000","A","30460.000000","A","28013.000000","A","33771.000000","A","24698.000000","A","22540.000000","A","25259.000000","A","32748.000000","A","26429.000000","A","31745.000000","A","26055.000000","A","24772.000000","A","25425.000000","A","28032.000000","A","28455.000000","A","27289.000000","A","22253.000000","A","22256.000000","A","22180.000000","A","22181.000000","A","16983.000000","A","20884.000000","A","24461.000000","A","24465.000000","A","24463.000000","A","24464.000000","A","30640.000000","A","1458.000000","A","2293.000000","A","1893.000000","A","3259.000000","A","2458.000000","A","2693.000000","A","3205.000000","A","3051.000000","A","3058.000000","A","3205.000000","A"
"66","Fiji","1726","Pulses, Total","5312","Area harvested","ha","900.000000","A","911.000000","A","911.000000","A","870.000000","A","870.000000","A","870.000000","A","1133.000000","A","1928.000000","A","1272.000000","A","1000.000000","A","600.000000","A","600.000000","A","500.000000","A","500.000000","A","600.000000","A","600.000000","A","800.000000","A","800.000000","A","400.000000","A","300.000000","A","129.000000","A","280.000000","A","489.000000","A","470.000000","A","470.000000","A","402.000000","A","418.000000","A","420.000000","A","493.000000","A","811.000000","A","567.000000","A","474.000000","A","464.000000","A","459.000000","A","725.000000","A","795.000000","A","1209.000000","A","900.000000","A","800.000000","A","1058.000000","A","1427.000000","A","1078.000000","A","702.000000","A","423.000000","A","300.000000","A","1000.000000","A","500.000000","A","275.000000","A","2000.000000","A","4400.000000","A","7718.000000","A","1651.000000","A","5700.000000","A","7161.000000","A","996.000000","A","582.000000","A","612.000000","A","629.000000","A","749.000000","A"
"66","Fiji","1726","Pulses, Total","5419","Yield","hg/ha","5000.000000","Fc","4940.000000","Fc","4940.000000","Fc","4598.000000","Fc","4598.000000","Fc","4598.000000","Fc","5296.000000","Fc","4668.000000","Fc","4717.000000","Fc","5000.000000","Fc","5000.000000","Fc","5000.000000","Fc","5000.000000","Fc","5000.000000","Fc","5000.000000","Fc","5000.000000","Fc","5000.000000","Fc","5000.000000","Fc","5000.000000","Fc","5000.000000","Fc","6202.000000","Fc","5000.000000","Fc","5112.000000","Fc","5319.000000","Fc","5319.000000","Fc","4975.000000","Fc","5263.000000","Fc","5262.000000","Fc","4483.000000","Fc","6671.000000","Fc","12046.000000","Fc","13903.000000","Fc","9806.000000","Fc","13028.000000","Fc","11103.000000","Fc","10000.000000","Fc","7998.000000","Fc","12944.000000","Fc","8438.000000","Fc","7372.000000","Fc","7071.000000","Fc","6466.000000","Fc","4274.000000","Fc","3995.000000","Fc","5133.000000","Fc","1870.000000","Fc","1760.000000","Fc","3345.000000","Fc","3415.000000","Fc","4173.000000","Fc","3816.000000","Fc","3719.000000","Fc","4426.000000","Fc","4936.000000","Fc","30000.000000","Fc","30000.000000","Fc","30000.000000","Fc","30000.000000","Fc","29987.000000","Fc"
"66","Fiji","1726","Pulses, Total","5510","Production","tonnes","450.000000","A","450.000000","A","450.000000","A","400.000000","A","400.000000","A","400.000000","A","600.000000","A","900.000000","A","600.000000","A","500.000000","A","300.000000","A","300.000000","A","250.000000","A","250.000000","A","300.000000","A","300.000000","A","400.000000","A","400.000000","A","200.000000","A","150.000000","A","80.000000","A","140.000000","A","250.000000","A","250.000000","A","250.000000","A","200.000000","A","220.000000","A","221.000000","A","221.000000","A","541.000000","A","683.000000","A","659.000000","A","455.000000","A","598.000000","A","805.000000","A","795.000000","A","967.000000","A","1165.000000","A","675.000000","A","780.000000","A","1009.000000","A","697.000000","A","300.000000","A","169.000000","A","154.000000","A","187.000000","A","88.000000","A","92.000000","A","683.000000","A","1836.000000","A","2945.000000","A","614.000000","A","2523.000000","A","3535.000000","A","2988.000000","A","1746.000000","A","1836.000000","A","1887.000000","A","2246.000000","A"
"66","Fiji","1720","Roots and Tubers, Total","5312","Area harvested","ha","15710.000000","A","16184.000000","A","16189.000000","A","15863.000000","A","16356.000000","A","15862.000000","A","15038.000000","A","15882.000000","A","15550.000000","A","14103.000000","A","9410.000000","A","6730.000000","A","4743.000000","A","4446.000000","A","4468.000000","A","3619.000000","A","3440.000000","A","3293.000000","A","3118.000000","A","4750.000000","A","4954.000000","A","5120.000000","A","6470.000000","A","9560.000000","A","10150.000000","A","9778.000000","A","8105.000000","A","7534.000000","A","8173.000000","A","14801.000000","A","6738.000000","A","6155.000000","A","7992.000000","A","10824.000000","A","6294.000000","A","7181.000000","A","9651.000000","A","7207.000000","A","5255.000000","A","7844.000000","A","7612.000000","A","9129.000000","A","9679.000000","A","14395.000000","A","15724.000000","A","14882.000000","A","16745.000000","A","24785.000000","A","12193.000000","A","12301.000000","A","15511.000000","A","12260.000000","A","17570.000000","A","17238.000000","A","8609.000000","A","6676.000000","A","7365.000000","A","7857.000000","A","8002.000000","A"
"66","Fiji","1720","Roots and Tubers, Total","5419","Yield","hg/ha","75633.000000","Fc","75272.000000","Fc","74026.000000","Fc","73769.000000","Fc","74132.000000","Fc","74398.000000","Fc","75190.000000","Fc","74518.000000","Fc","76307.000000","Fc","81483.000000","Fc","96971.000000","Fc","87519.000000","Fc","70664.000000","Fc","53374.000000","Fc","55842.000000","Fc","40705.000000","Fc","46721.000000","Fc","53772.000000","Fc","51039.000000","Fc","51507.000000","Fc","57303.000000","Fc","61719.000000","Fc","75393.000000","Fc","75000.000000","Fc","74581.000000","Fc","57507.000000","Fc","55679.000000","Fc","48252.000000","Fc","41352.000000","Fc","31332.000000","Fc","39485.000000","Fc","31607.000000","Fc","26951.000000","Fc","29376.000000","Fc","76149.000000","Fc","108415.000000","Fc","70698.000000","Fc","95404.000000","Fc","112409.000000","Fc","102264.000000","Fc","94815.000000","Fc","101113.000000","Fc","95878.000000","Fc","94662.000000","Fc","98238.000000","Fc","92244.000000","Fc","78340.000000","Fc","57335.000000","Fc","96356.000000","Fc","102230.000000","Fc","99154.000000","Fc","92167.000000","Fc","101299.000000","Fc","92104.000000","Fc","178085.000000","Fc","175509.000000","Fc","173572.000000","Fc","175955.000000","Fc","179651.000000","Fc"
"66","Fiji","1720","Roots and Tubers, Total","5510","Production","tonnes","118820.000000","A","121820.000000","A","119840.000000","A","117020.000000","A","121250.000000","A","118010.000000","A","113070.000000","A","118350.000000","A","118657.000000","A","114916.000000","A","91250.000000","A","58900.000000","A","33516.000000","A","23730.000000","A","24950.000000","A","14731.000000","A","16072.000000","A","17707.000000","A","15914.000000","A","24466.000000","A","28388.000000","A","31600.000000","A","48779.000000","A","71700.000000","A","75700.000000","A","56230.000000","A","45128.000000","A","36353.000000","A","33797.000000","A","46375.000000","A","26605.000000","A","19454.000000","A","21539.000000","A","31797.000000","A","47928.000000","A","77853.000000","A","68231.000000","A","68758.000000","A","59071.000000","A","80216.000000","A","72173.000000","A","92306.000000","A","92800.000000","A","136266.000000","A","154470.000000","A","137278.000000","A","131181.000000","A","142104.000000","A","117487.000000","A","125753.000000","A","153798.000000","A","112997.000000","A","177983.000000","A","158769.000000","A","153313.000000","A","117170.000000","A","127836.000000","A","138248.000000","A","143757.000000","A"
"66","Fiji","1723","Sugar Crops Primary","5312","Area harvested","ha","35490.000000","A","35490.000000","A","35602.000000","A","41606.000000","A","42734.000000","A","43332.000000","A","44515.000000","A","46351.000000","A","47064.000000","A","46135.000000","A","47350.000000","A","43710.000000","A","45325.000000","A","44921.000000","A","44921.000000","A","46970.000000","A","52000.000000","A","54000.000000","A","62000.000000","A","66000.000000","A","66000.000000","A","69000.000000","A","59000.000000","A","69000.000000","A","71000.000000","A","69000.000000","A","71000.000000","A","64000.000000","A","64000.000000","A","70000.000000","A","72000.000000","A","73000.000000","A","73890.000000","A","74388.000000","A","73921.000000","A","73980.000000","A","73000.000000","A","57000.000000","A","65000.000000","A","63000.000000","A","66000.000000","A","65000.000000","A","61000.000000","A","61000.000000","A","58000.000000","A","58000.000000","A","54000.000000","A","51000.000000","A","49000.000000","A","45000.000000","A","46000.000000","A","42000.000000","A","38000.000000","A","38000.000000","A","41000.000000","A","39000.000000","A","38000.000000","A","37000.000000","A","35120.000000","A"
"66","Fiji","1723","Sugar Crops Primary","5419","Yield","hg/ha","328543.000000","Fc","522119.000000","Fc","666929.000000","Fc","566363.000000","Fc","516134.000000","Fc","514063.000000","Fc","493617.000000","Fc","619511.000000","Fc","505041.000000","Fc","625552.000000","Fc","537530.000000","Fc","512093.000000","Fc","550561.000000","Fc","478836.000000","Fc","480871.000000","Fc","486055.000000","Fc","514231.000000","Fc","528333.000000","Fc","655323.000000","Fc","509091.000000","Fc","595606.000000","Fc","590580.000000","Fc","373390.000000","Fc","621739.000000","Fc","428592.000000","Fc","595507.000000","Fc","416952.000000","Fc","497713.000000","Fc","640469.000000","Fc","573714.000000","Fc","469489.000000","Fc","483973.000000","Fc","501286.000000","Fc","546368.000000","Fc","556031.000000","Fc","504055.000000","Fc","463562.000000","Fc","397018.000000","Fc","576462.000000","Fc","571111.000000","Fc","466212.000000","Fc","494769.000000","Fc","461803.000000","Fc","487049.000000","Fc","487241.000000","Fc","550345.000000","Fc","465370.000000","Fc","455294.000000","Fc","426327.000000","Fc","389111.000000","Fc","459783.000000","Fc","368095.000000","Fc","423684.000000","Fc","482105.000000","Fc","450000.000000","Fc","355641.000000","Fc","429211.000000","Fc","458649.000000","Fc","431355.000000","Fc"
